  0.0964000000	  0.1355508784	 18.1597882502
  0.1016000000	  0.1419396357	 18.1148175482
  0.0988000000	  0.1384331415	 18.2588788155
  0.0976000000	  0.1378503493	 18.2089226207
  0.1003000000	  0.1392576772	 18.2488744084
  0.0968000000	  0.1318504999	 18.2957002031
  0.0967000000	  0.1380308472	 18.2576741994
  0.0990000000	  0.1374387275	 18.1776248356
  0.1004000000	  0.1429419705	 18.1816879591
  0.1000000000	  0.1383082730	 18.1557032016
  0.0971000000	  0.1365913870	 18.2561221650
  0.0990000000	  0.1397171887	 18.1212430822
  0.1004000000	  0.1393590309	 18.1707193837
  0.1003000000	  0.1394171765	 18.1906041032
  0.1004000000	  0.1362803090	 18.2445298025
  0.0990000000	  0.1383846676	 18.1062190259
  0.0983000000	  0.1353232910	 18.2058032926
  0.1045000000	  0.1402369429	 18.1294852004
  0.1017000000	  0.1373187389	 18.1608449074
  0.1022000000	  0.1329565814	 18.1997057876
  0.0994000000	  0.1383056568	 18.2164421186
  0.0973000000	  0.1384125942	 18.1635681579
  0.0971000000	  0.1429967829	 18.1318362352
  0.0994000000	  0.1412548446	 18.2207440698
  0.1046000000	  0.1368876231	 18.1861305433
  0.1012000000	  0.1403678022	 18.1989143566
  0.1004000000	  0.1441849031	 18.1284616380
  0.1006000000	  0.1356511304	 18.0898212790
  0.0987000000	  0.1387361580	 18.1763634441
  0.1003000000	  0.1370013870	 18.1915742855
  0.0974000000	  0.1380931540	 18.1724372808
  0.1021000000	  0.1401728831	 18.1464636294
  0.1024000000	  0.1370962511	 18.2539982488
  0.1005000000	  0.1417061747	 18.1371605041
  0.0957000000	  0.1394915469	 18.0996578272
  0.1014000000	  0.1367200340	 18.1906946660
  0.0980000000	  0.1385095596	 18.1210974386
  0.0997000000	  0.1426172919	 18.1232948703
  0.0987000000	  0.1388727265	 18.2350264347
  0.1029000000	  0.1486400000	 18.1226743873
  0.0965000000	  0.1336282672	 18.1599383801
  0.1015000000	  0.1392352594	 18.2068422913
  0.0994000000	  0.1423306470	 18.1759703075
  0.0998000000	  0.1366406440	 18.2239631748
  0.1012000000	  0.1361243984	 18.2378536316
  0.0991000000	  0.1397291383	 18.1194004639
  0.1020000000	  0.1392595919	 18.1772802367
  0.0988000000	  0.1395332159	 18.2217477723
  0.0972000000	  0.1385518291	 18.1872949025
  0.1011000000	  0.1380808426	 18.2289184160
  0.0992000000	  0.1345388057	 18.2523896746
  0.0970000000	  0.1353928164	 18.1812106753
  0.1000000000	  0.1421394411	 18.1149554721
  0.1011000000	  0.1379472877	 18.2390809503
  0.1025000000	  0.1408309437	 18.2183959746
  0.0973000000	  0.1312246906	 18.2497969919
  0.0995000000	  0.1403991184	 18.1844764251
  0.0996000000	  0.1380622793	 18.1420185257
  0.1043000000	  0.1418500307	 18.0630297508
  0.0990000000	  0.1423621687	 18.2137059621
  0.1024000000	  0.1407741433	 18.0818902441
  0.0997000000	  0.1396043959	 18.1045524139
  0.1007000000	  0.1403479999	 18.1558713525
  0.0999000000	  0.1381254007	 18.2010722834
  0.0984000000	  0.1429578671	 18.1782897706
  0.1037000000	  0.1413201270	 18.2022742343
  0.0971000000	  0.1387582999	 18.1860868773
  0.1001000000	  0.1384454993	 18.2005342993
  0.1007000000	  0.1413163352	 18.2017606642
  0.0995000000	  0.1394267626	 18.1445834978
  0.0978000000	  0.1347968668	 18.1858993485
  0.1015000000	  0.1405653399	 18.2426953498
  0.0960000000	  0.1369650739	 18.2214007531
  0.1014000000	  0.1353333180	 18.1485439631
  0.0989000000	  0.1375423245	 18.2113961815
  0.1000000000	  0.1408512967	 18.2153687915
  0.1019000000	  0.1445959351	 18.1312251904
  0.1014000000	  0.1415933068	 18.0998758865
  0.0978000000	  0.1395525560	 18.1743370053
  0.1031000000	  0.1409982117	 18.1413196683
  0.0972000000	  0.1401065035	 18.2051941629
  0.0987000000	  0.1408081850	 18.1307676962
  0.0970000000	  0.1287961476	 18.2838350630
